,Column_A,Column_B,Transaction Year,Transaction Month,Customer Year,Customer Month,Amount,Population City,Category_Food,Category_Grocery_Net,Category_Grocery_Pos,Category_Health,Category_Home,Category_Kids Pets,Category_Misc_Net,Category_Misc_Pos,Category_Personal Care,Category_Shopping_Net,Category_Shopping_Pos,Category_Transporte,Category_Travel,Gender_M,State_Northeast,State_Southeast,State_Southwest,State_West,Occupation_Alternative therapies,"Occupation_Animals, land and environment",Occupation_Computing and ICT,Occupation_Construction and building,"Occupation_Design, arts and crafts",Occupation_Education and training,Occupation_Engineering,Occupation_Facilities and property services,Occupation_Financial services,Occupation_Garage services,Occupation_Healthcare,"Occupation_Heritage, culture and libraries","Occupation_Hospitality, catering and tourism",Occupation_Languages,Occupation_Legal and court services,Occupation_Manufacturing and production,Occupation_Performing arts and media,"Occupation_Print and publishing, marketing and advertising",Occupation_Retail and customer services,"Occupation_Science, mathematics and statistics","Occupation_Security, uniformed and protective services",Occupation_Social sciences and religion,Occupation_Social work and caring services,Occupation_Sport and leisure,"Occupation_Transport, distribution and logistics"
State_West,0.4747230635512436,0.1861970721551113,0.005439616073422356,0.0029442956332459626,-0.022313045494782403,0.006100456676239794,-0.008145727812777292,-0.03825949466648142,0.004565143574282505,0.0021030961545401173,0.005708060883526291,0.008334497082885082,0.0029512772658630564,-0.004493015970773457,0.004302088155817977,-0.0038770260633411847,-0.000999539726262419,-0.012195253049665308,-0.006551029450479125,0.004807094229512372,-0.005230043186191087,0.0019862494928203707,-0.19128162502059462,-0.252655124674618,-0.13634452589331,1.0,0.07293059105836097,-0.058371800149147925,0.053645269672937416,-0.05975925085891484,-0.053457486873895746,0.0714526691729694,0.007976138634504653,-0.018859304240397095,-0.06743027931871007,-0.016809258766921867,-0.042453129498802394,0.012250019504550467,0.021410409057105118,0.011455047173055592,-0.030809420384307992,-0.012100457045980536,-0.04624229764937284,0.04205479321019887,0.025990642376968694,0.05146852878085831,0.06669676579413406,-0.045617617112544674,-0.0445955244789068,-0.013720582634512877,0.092565893353095
Occupation_Alternative therapies,0.03878502186800122,-0.018804499963042627,-0.007367511605409698,0.026629498913129594,0.01884126542363222,0.015214493881148206,-0.019990764083081217,0.05934023399612301,0.020040321754451442,0.00900880520763847,-0.017159040695265394,0.00125332066108323,0.008087315829330836,0.008369025470149694,-0.006479071125657116,0.004401161939572757,0.0003060356907107529,-0.012719031288061193,0.005210070739462215,-0.008490294747359194,-0.009526183638335812,-0.013574077876991367,0.012665008050731653,0.003183352342309385,0.018100822619562515,0.07293059105836097,1.0,-0.02973920936100988,-0.021183615422259872,-0.027124437574745572,-0.04162320581116996,-0.03533112144056765,-0.05434718812009791,-0.016705832680194543,-0.032922295982802705,-0.006102580116077159,-0.04927320461064027,-0.025127826607270837,-0.022406666595298656,-0.008227136127137094,-0.02879525688476016,-0.015202299948609643,-0.032991720151621086,-0.02578938435702037,-0.02128516490368154,-0.03871466637158009,-0.023572053783770988,-0.026768573818977247,-0.016190348707496572,-0.004981240156237108,-0.013488994285692217
"Occupation_Animals, land and environment",-0.022285944204510515,-0.024012059947934487,-0.0041182023242727715,-0.02360218173273591,0.04720915036733377,0.001913072158681459,0.006138341818302321,0.010833047940270395,-0.013122975395870134,-0.008678264106937438,-0.011131925354857951,-0.0004686547128892225,0.0010527004902791634,0.001213266977842455,-0.00399688509297353,0.0040873592872646995,0.0013147094360935528,0.013388448040167594,0.007645162513403304,-0.0013427308673620369,0.00617061489781424,0.01983171554223396,0.01926070634640685,-0.02089166538701575,0.025871751657018015,-0.058371800149147925,-0.02973920936100988,1.0,-0.030479619376836773,-0.039027451953280286,-0.05988871328522541,-0.0508354741246722,-0.07819635954877127,-0.024036851657078015,-0.04736958401883316,-0.00878057477191687,-0.07089576033518732,-0.036154668383564424,-0.03223938198060098,-0.011837449496607717,-0.04143147674326965,-0.021873523798927413,-0.04746947358909574,-0.03710653745814052,-0.030625731807597534,-0.05570381975812416,-0.03391617591889885,-0.03851542453918588,-0.02329515790133772,-0.007167157303430932,-0.019408368373804462
Occupation_Computing and ICT,0.05958340203228965,0.04334216148554384,-0.005624568070505711,0.012097548832562696,-0.036808193964646664,0.01832955325111532,-0.0007894289628803461,-0.037064579021703445,0.002296235924141278,-0.001015751160424759,0.007450141855533524,-0.0071945948437446405,-0.001540306222506436,-0.00731253863039883,0.006472829671769067,-0.012214803648653738,0.013215395729589676,-0.005126274907005481,0.001252596106234066,-0.0009564442001301722,0.0019253517508273873,-0.02543721658689987,-0.02517830386893467,-0.0502072299750822,0.042304147056879904,0.053645269672937416,-0.021183615422259872,-0.030479619376836773,1.0,-0.027799748239875202,-0.042659488857545065,-0.03621075196024412,-0.05570025712498224,-0.01712175381948889,-0.03374195454849555,-0.006254514600463738,-0.05049994785598816,-0.025753428124450944,-0.022964520039452544,-0.008431965176765087,-0.029512165540500585,-0.015580787991412574,-0.033813107154318074,-0.026431456520007383,-0.02181509658720084,-0.0396785362039266,-0.02415892159532741,-0.02743502462889546,-0.016593435965037345,-0.005105256906586648,-0.013824826565270312
Occupation_Construction and building,0.005060016541199984,-0.040505278093099735,0.019249246492517767,0.006477545644651958,-0.011480423770073063,-0.06026546895284014,-0.005626634211656673,-0.005441746549418816,-0.004674245971256978,-0.014904187135220164,-0.01053590938209911,0.0033667218254774035,0.0029771786782974213,-0.001994629632136018,-0.008951326823609317,0.007709214594965401,0.006719780381503305,0.00885968722194954,-0.014105662940109575,0.014012359367511636,0.0026102316410077436,-0.011485810087523793,-0.027650552817713475,-0.024416617689221126,0.07995825123533593,-0.05975925085891484,-0.027124437574745572,-0.039027451953280286,-0.027799748239875202,1.0,-0.05462309522817017,-0.046365847448690906,-0.07132107136425163,-0.021923450430414944,-0.04320469011341846,-0.008008556965320657,-0.06466236550481752,-0.032975827759945495,-0.029404786568659913,-0.010796660933962235,-0.03778868129647474,-0.01995032966819837,-0.04329579705510157,-0.03384400528878459,-0.0279330139719582,-0.050806151682198236,-0.03093415111742638,-0.035129018256539656,-0.021246968896123306,-0.006536996612968884,-0.017701919038679126
"Occupation_Design, arts and crafts",0.03425220072226736,-0.024356153133536267,-0.0011765511715996976,-0.010322145645397737,-0.005298911849800088,-0.0028345677389734958,-0.002831658627271215,-0.004342303996713281,0.020843508271610398,0.0025084383990047776,-0.0019304293113915699,0.0017092973136375116,0.0009516292164184095,-0.011813905463860611,0.003035833494922195,0.004342502624385361,0.003862849582391774,-0.003694277050200548,-0.005484239711303164,-0.0014886246584613703,-0.009685365617103727,0.008458884985168738,-0.06471539783883032,0.0396628447124646,0.03560926363948532,-0.053457486873895746,-0.04162320581116996,-0.05988871328522541,-0.042659488857545065,-0.05462309522817017,1.0,-0.07114968580078564,-0.10944417276439074,-0.03364214601101101,-0.06629880172236179,-0.012289353978287867,-0.09922620294807577,-0.05060232721373865,-0.045122464928835974,-0.01656777726319156,-0.057987785169795567,-0.03061433718180607,-0.06643860786485056,-0.051934569840481545,-0.04286398883948133,-0.07796345646298593,-0.04746931747455962,-0.05390645807150943,-0.03260406623325764,-0.010031203583806549,-0.027164088374891236
Occupation_Education and training,0.033254734896294005,-0.00959388729395238,-0.006575343698477916,0.0057274947539379135,0.03394348391319089,-0.03143947316577056,-0.0002820826690122645,0.0026234323640508188,0.007755729010951364,-0.006090161059546305,-0.0023509902845057678,0.011470123040706968,-0.004861654585710078,-0.0014391953039204263,-0.015070383671663882,-0.006832903174722862,0.009572114546668769,0.006905698386330509,0.011990458452729237,-0.008259602033900115,-0.001459810451468994,-0.03496317795197241,-0.03504358826800518,0.00865060659899957,-0.02765329470493828,0.0714526691729694,-0.03533112144056765,-0.0508354741246722,-0.03621075196024412,-0.046365847448690906,-0.07114968580078564,1.0,-0.0928997486748959,-0.028556540109588652,-0.056276564223418674,-0.010431600578840836,-0.08422640587439019,-0.042952889695107514,-0.03830140559886027,-0.014063264447761745,-0.04922190494403937,-0.02598643818306297,-0.056395236192627804,-0.044083740265515106,-0.03638433814986062,-0.06617789991276837,-0.040293489838412425,-0.04575754268414034,-0.02767538446628741,-0.008514809590168964,-0.023057755559473026
Occupation_Engineering,0.02437096744929213,-0.016704448902714653,-0.001498611689585465,0.003905791111937507,-0.019055242926807426,-0.0009741681575778854,0.002435064703415488,-0.021919992481615573,-0.013056464158731965,0.009916635868757094,0.003336913287217576,-0.008142963068925835,-0.0004432113072009135,-0.0009891266983910268,0.00042083475327942357,-0.019094522303880514,0.005524287956742291,0.0009345527166000022,0.0050521427078746356,0.00335169725015484,-0.00855957952143451,-0.02272492915418286,-0.03604422939205831,0.039521071771204154,-0.0012614465163414876,0.007976138634504653,-0.05434718812009791,-0.07819635954877127,-0.05570025712498224,-0.07132107136425163,-0.10944417276439074,-0.0928997486748959,1.0,-0.04392636276789524,-0.08656597633753929,-0.016046141077226916,-0.12955910081810465,-0.06607117695057001,-0.058916151270402096,-0.021632454543251904,-0.07571432829051762,-0.03997296963477104,-0.08674852043951578,-0.06781067873199643,-0.055967271612988465,-0.10179645109771666,-0.06198042357492376,-0.07038536221816655,-0.04257094778085232,-0.013097686677796311,-0.03546799897438468
Occupation_Facilities and property services,-0.01723533192451811,0.032266793837829565,0.0428918847548327,0.005419742074111496,-0.03422880580518167,-0.025813957049024304,-0.0036829206850922474,-0.00010198909137499599,-0.01068893748010931,0.006419580090160185,-0.009719917353061516,0.005252208170523865,0.0014043476109912277,0.0006494424230950214,0.008364665462036047,0.005746716747186428,-0.0011279376297467262,-0.009220134094511188,-0.0010908646533857231,0.014901493903743868,0.00919064328279627,0.008587525129669569,0.006176547987188552,-0.013915694628383823,-0.006033190949605887,-0.018859304240397095,-0.016705832680194543,-0.024036851657078015,-0.01712175381948889,-0.021923450430414944,-0.03364214601101101,-0.028556540109588652,-0.04392636276789524,1.0,-0.026609595942606173,-0.004932438223051651,-0.039825292445319856,-0.020309680506019903,-0.01811029051051106,-0.00664962031269907,-0.023273897761178764,-0.012287328296972787,-0.02666570834381517,-0.020844387575743424,-0.017203831651187603,-0.03129130573817437,-0.019052220022904038,-0.02163582192611622,-0.013085923214511599,-0.004026110084174934,-0.010902541177622838
Occupation_Financial services,-0.03751202760143565,0.0027464131133558465,0.0008518492839509748,-0.010890996155923365,-0.014287570763501614,0.015783849943193873,-0.022693321219143556,-0.028076074484854812,0.0063017084389817915,-0.012620179628524839,-0.006800715463877415,0.018993150367020685,0.004518358649323125,-0.005076558396390504,-0.0016792823003954984,0.0242225370798674,-0.011034925655887496,-0.012651358005976538,0.0019111679927613136,0.009065166859746706,0.0034840346776218254,-0.037757744717650345,0.009764601316718647,-0.020523559663083602,-0.01320249480126762,-0.06743027931871007,-0.032922295982802705,-0.04736958401883316,-0.03374195454849555,-0.04320469011341846,-0.06629880172236179,-0.056276564223418674,-0.08656597633753929,-0.026609595942606173,1.0,-0.009720388932705678,-0.07848396967610646,-0.040024422950676826,-0.03569007040447894,-0.013104451139839051,-0.045866025683078585,-0.024214719899019986,-0.05255028944034363,-0.04107817374242305,-0.03390370587933555,-0.06166598510362623,-0.0375463371824111,-0.04263785869993018,-0.025788516234041613,-0.00793428201921931,-0.021485710678757593
Occupation_Garage services,0.0209930791986694,3.539798596370837e-05,0.010315146928926695,0.00011553819135378564,0.022579094574017786,-0.01218883639421301,-0.025633560428127974,0.011818042070817752,0.0062706122066516976,0.00288659599419267,-0.010498949657850528,-0.00878057477191687,-0.004405873967819451,0.009467903839836303,0.0039860708825868885,0.0048589023372646286,0.011254564861860718,-0.009363188317824594,-0.013974718347173573,0.002680019994424548,0.02485710546687832,0.0034359847371030696,-0.004447275958376669,-0.02708236366549486,0.051781427076429146,-0.016809258766921867,-0.006102580116077159,-0.00878057477191687,-0.006254514600463738,-0.008008556965320657,-0.012289353978287867,-0.010431600578840836,-0.016046141077226916,-0.004932438223051651,-0.009720388932705678,1.0,-0.014548034955593524,-0.00741905266217916,-0.0066156234700501405,-0.002429082194020128,-0.008501870479605942,-0.004488516482851853,-0.009740886589448602,-0.007614379216328668,-0.006284497334834657,-0.011430600548888665,-0.006959706906243678,-0.007903487315411416,-0.0047802403111618505,-0.0014707234182916268,-0.0039826587682846816
Occupation_Healthcare,-0.06207382576744276,-0.004985044809643385,-0.0013153704657959775,-0.008280785122471063,0.0003087960348396272,-0.02413989215039481,-0.0007372632012270674,0.046963559047016296,-0.00017639610523805777,0.018621438476609985,-0.005928171459089373,-0.0019175918583575553,0.01983017374841317,-0.0005610201376750041,-0.0015759062385327228,0.0032247857745397427,-0.013974140603452073,0.0021700940475906116,0.0026980772153354753,-0.019033563088641643,0.0022038592269548974,0.020254433906279404,0.021888622338946243,0.04812959614189858,-0.0340374353946083,-0.042453129498802394,-0.04927320461064027,-0.07089576033518732,-0.05049994785598816,-0.06466236550481752,-0.09922620294807577,-0.08422640587439019,-0.12955910081810465,-0.039825292445319856,-0.07848396967610646,-0.014548034955593524,1.0,-0.05990261379405823,-0.05341559842991057,-0.01961279683108112,-0.06864545745350592,-0.036240997553663966,-0.07864947102398259,-0.06147971152738332,-0.05074203323255746,-0.09229249087350562,-0.056193782940758864,-0.06381401640331087,-0.03859642224432052,-0.0118748553131207,-0.032156621732349656
"Occupation_Heritage, culture and libraries",-0.012335856031982532,-0.026585717352076217,0.019857425216507917,0.03435304948289039,-0.01898781645862783,0.01163752274316016,-0.00986715533714034,-0.011406860779073392,0.002868118393495997,0.005781563911461503,0.0021848830340506914,0.00740503320343952,-0.018925202178459964,0.006491436482424752,-0.005346348221941139,-0.007140794672487911,0.01199354541019712,-0.001477769153029178,-0.008616052434126545,0.009079823788148738,0.0018659602766102406,0.01356548547873442,0.007836237933276353,-0.000640415763846838,0.00617330125583213,0.012250019504550467,-0.025127826607270837,-0.036154668383564424,-0.025753428124450944,-0.032975827759945495,-0.05060232721373865,-0.042952889695107514,-0.06607117695057001,-0.020309680506019903,-0.040024422950676826,-0.00741905266217916,-0.05990261379405823,1.0,-0.027240320699184983,-0.010001926238599348,-0.03500708277244869,-0.018481799789542074,-0.04010882357380583,-0.0313527716196384,-0.025876884258766907,-0.04706634622505915,-0.028657109788168374,-0.03254319567738576,-0.01968299430654171,-0.0060558128429521775,-0.01639889310125347
"Occupation_Hospitality, catering and tourism",-0.02726970977438497,0.017989205384392158,-0.009134735484472576,0.02476015947384274,-0.01665281123643517,-0.011416379613506146,0.007221848798354778,0.04108332679181404,0.009400677319838487,-0.006360493582428769,0.0057121937793199375,0.0030719854710830937,-0.009255901363980754,-0.007250093742582302,0.016903867798047974,-0.00515411328799077,0.0047878403216294295,0.0003820701288257928,-0.005619530691859093,-0.012122584512233952,-0.0006668292735823801,0.057670552784536235,0.05438252320880739,-0.019301624464929522,-0.025215988970046836,0.021410409057105118,-0.022406666595298656,-0.03223938198060098,-0.022964520039452544,-0.029404786568659913,-0.045122464928835974,-0.03830140559886027,-0.058916151270402096,-0.01811029051051106,-0.03569007040447894,-0.0066156234700501405,-0.05341559842991057,-0.027240320699184983,1.0,-0.008918790711259448,-0.031216071505735167,-0.0164803559192622,-0.03576533105684032,-0.027957495548640292,-0.02307460677651884,-0.0419694048437377,-0.025553754196256724,-0.029019005379389028,-0.017551469847226178,-0.005400012562021362,-0.01462301280546914
Occupation_Languages,0.0026380217553174418,-0.0037606965683156975,-0.026915479381021106,0.030635135271233436,0.02791929702000654,0.05354536473295803,-0.0020470323677405813,-0.024044915459577716,-0.006547544845943316,-0.009382663567463263,0.01524762562063331,-0.011837449496607717,-0.009883228260530862,0.005586823262450629,-0.0048664600017258785,0.008548546403021565,0.012838307458796511,-0.004945509645545738,0.0008192621032053917,-0.0022010743333494326,0.006741106522213523,0.01770754252823473,0.03497776907743216,-0.03651083448026634,0.048590039852456225,0.011455047173055592,-0.008227136127137094,-0.011837449496607717,-0.008431965176765087,-0.010796660933962235,-0.01656777726319156,-0.014063264447761745,-0.021632454543251904,-0.00664962031269907,-0.013104451139839051,-0.002429082194020128,-0.01961279683108112,-0.010001926238599348,-0.008918790711259448,1.0,-0.011461716919821268,-0.006051151383664013,-0.013132084863461475,-0.010265253899960003,-0.00847238611879967,-0.0154100568844455,-0.009382663567463263,-0.010655012271234046,-0.0064444361257541705,-0.0019827419775738367,-0.005369184051888643
Occupation_Legal and court services,-0.020241623259882057,0.011767982419949075,-0.03759548817083615,0.011277065029540624,-0.024097732136293116,0.02632892012048194,0.010926689136265376,-0.023799144085867467,-0.0124677896721963,-0.00684121330818308,0.0035396905098431914,-0.013529840295746425,-0.009958046530262733,-0.0014414977443911899,0.013431402783917676,-0.013648342313803973,-0.004977990389822845,0.0058133628836341536,-0.0018861081819945811,0.022978739945103892,0.012929492709847171,0.013981383565535521,0.056053886436331204,-0.0591287057779632,0.02993439249229722,-0.030809420384307992,-0.02879525688476016,-0.04143147674326965,-0.029512165540500585,-0.03778868129647474,-0.057987785169795567,-0.04922190494403937,-0.07571432829051762,-0.023273897761178764,-0.045866025683078585,-0.008501870479605942,-0.06864545745350592,-0.03500708277244869,-0.031216071505735167,-0.011461716919821268,1.0,-0.021179236109444482,-0.04596274465771247,-0.0359287385633055,-0.02965364021545711,-0.05393572438077403,-0.03283964231456101,-0.03729290614852416,-0.022555746112723537,-0.00693966450756949,-0.01879232720189493
Occupation_Manufacturing and production,-0.026623117948372306,0.023515979314684046,0.030397489733122587,0.015010098206570139,-0.007614148860544253,0.027224702732879667,0.006889405481955009,-0.007200634962063481,-0.019528391457098643,0.01457894473905367,0.009279129802930287,-0.009028689685740967,0.004472109813562807,-0.004721049115814324,0.0020593870761328762,-0.01230799370818857,-0.007615726786386383,-0.00794866011912119,0.0059343235306944615,0.01667794939556738,0.000690703902065583,-0.014489143682238716,0.030245047831031574,0.018228881902822684,-0.036407593000057706,-0.012100457045980536,-0.015202299948609643,-0.021873523798927413,-0.015580787991412574,-0.01995032966819837,-0.03061433718180607,-0.02598643818306297,-0.03997296963477104,-0.012287328296972787,-0.024214719899019986,-0.004488516482851853,-0.036240997553663966,-0.018481799789542074,-0.0164803559192622,-0.006051151383664013,-0.021179236109444482,1.0,-0.024265782157953487,-0.018968382973642565,-0.015655478779983363,-0.02847507362978312,-0.0173375113362934,-0.019688587863415243,-0.01190818402289677,-0.0036637582991185923,-0.009921307387496237
Occupation_Performing arts and media,-0.03270519280957116,0.02345070025135585,0.0049389076928787416,-0.0019621010492434547,-0.0421590400750559,-0.012155341822669627,0.014716490248624989,-0.006855391672213391,-0.001369511559940313,-0.00317775160693042,0.021536985004458484,-0.0012575999712676547,-0.012187862264347631,-0.00529583203763441,0.013389752395035226,-0.008496918132769222,0.003888028660217126,-0.014712801260957172,-0.00045173707960941944,-0.0070426215163818025,-0.0007305159299542259,0.06298192840113188,0.0015013514754553241,0.04092801735635621,-0.057171711241080975,-0.04624229764937284,-0.032991720151621086,-0.04746947358909574,-0.033813107154318074,-0.04329579705510157,-0.06643860786485056,-0.056395236192627804,-0.08674852043951578,-0.02666570834381517,-0.05255028944034363,-0.009740886589448602,-0.07864947102398259,-0.04010882357380583,-0.03576533105684032,-0.013132084863461475,-0.04596274465771247,-0.024265782157953487,1.0,-0.0411647964393982,-0.0339751995747256,-0.061796021895787444,-0.03762551219658463,-0.04272777034831534,-0.025842897201442633,-0.007951013262223826,-0.02153101819941545
"Occupation_Print and publishing, marketing and advertising",0.04348922313957716,-0.04834390765807667,0.02372802121174436,-0.011158849557133551,-0.012575329023007925,-0.005765529675553508,-0.009579085599112103,0.04292278422085833,0.006528337976657154,-0.005405652518539174,0.010554956819449155,0.005402874959564417,0.006266055828688657,-0.0023894857733102507,-0.007903230233735086,0.0016474456218493474,-0.012774033477567474,-0.009449876882309872,0.004174582907783041,0.007362504900411753,-0.004636615426992143,0.028588138690274833,-0.04260825543408937,-0.01216681375632193,0.06774057783221316,0.04205479321019887,-0.02578938435702037,-0.03710653745814052,-0.026431456520007383,-0.03384400528878459,-0.051934569840481545,-0.044083740265515106,-0.06781067873199643,-0.020844387575743424,-0.04107817374242305,-0.007614379216328668,-0.06147971152738332,-0.0313527716196384,-0.027957495548640292,-0.010265253899960003,-0.0359287385633055,-0.018968382973642565,-0.0411647964393982,1.0,-0.026558162969748045,-0.048305494623535165,-0.029411585428345724,-0.0333999830007972,-0.020201202173273838,-0.006215248435210226,-0.016830638153780584
Occupation_Retail and customer services,-0.00684632584388147,0.03244933378131438,0.053914257059289206,-0.027451888010622226,0.002927415402142948,-0.023557375096842855,0.025294918978014985,-0.006612771375550844,0.008728270021084287,-0.012756003849652057,0.001859088855477361,0.001824401301920689,0.0038280995214782106,-0.0017547909016695357,-0.0038727480690596656,0.004518386812397535,-0.009915554473496764,0.003235644986317189,0.010080587851436775,-0.0045626573720349214,-0.0013554298338707353,-0.03124355243470639,0.03883914987050563,-0.03564779207183188,-0.024088142564978994,0.025990642376968694,-0.02128516490368154,-0.030625731807597534,-0.02181509658720084,-0.0279330139719582,-0.04286398883948133,-0.03638433814986062,-0.055967271612988465,-0.017203831651187603,-0.03390370587933555,-0.006284497334834657,-0.05074203323255746,-0.025876884258766907,-0.02307460677651884,-0.00847238611879967,-0.02965364021545711,-0.015655478779983363,-0.0339751995747256,-0.026558162969748045,1.0,-0.03986874617020296,-0.024274734024452904,-0.027566541958129423,-0.016672981159928043,-0.005129730358405617,-0.013891099670236731
"Occupation_Science, mathematics and statistics",0.025025934748807575,-0.019532194859459475,0.0012339468460449562,-0.01510690620616231,-0.00012504602474014358,0.06549286983049403,-0.007781271390315815,0.03059869216335669,0.0045499868082248774,-0.014243019423880725,-0.0054357044196105125,0.011168560624525694,-0.002215322091412569,0.012905832081387321,-0.00019607777769527668,0.010989099122333363,-0.0011223979889738828,-0.004351905703751987,-0.006480442782757815,-0.006569396967537646,0.004481758868159644,-0.05802835226690079,-0.013561441583274438,0.03004998689458617,-0.021178447852684613,0.05146852878085831,-0.03871466637158009,-0.05570381975812416,-0.0396785362039266,-0.050806151682198236,-0.07796345646298593,-0.06617789991276837,-0.10179645109771666,-0.03129130573817437,-0.06166598510362623,-0.011430600548888665,-0.09229249087350562,-0.04706634622505915,-0.0419694048437377,-0.0154100568844455,-0.05393572438077403,-0.02847507362978312,-0.061796021895787444,-0.048305494623535165,-0.03986874617020296,1.0,-0.04415226441835033,-0.05013959157735036,-0.030325764726145434,-0.009330244811375163,-0.025265920734049076
"Occupation_Security, uniformed and protective services",0.01999732041806613,0.01728039806899031,-0.028773774018551548,0.009648982880628465,0.048166240048043,0.016381101390140564,0.003816511146236963,0.003608313448888411,-0.004536009362432977,0.009698243789192044,-0.00929291599564064,-0.01078142342460089,-0.011063134452320532,0.0016618864210387319,0.008412988121020652,-0.004572268818301439,0.015952405753875947,0.011143587892660047,0.006417736141856793,-0.0035479658130766166,-0.014115444325071743,0.0025999140614073996,-0.02593677024448667,0.024202172796205144,-0.04154309582183673,0.06669676579413406,-0.023572053783770988,-0.03391617591889885,-0.02415892159532741,-0.03093415111742638,-0.04746931747455962,-0.040293489838412425,-0.06198042357492376,-0.019052220022904038,-0.0375463371824111,-0.006959706906243678,-0.056193782940758864,-0.028657109788168374,-0.025553754196256724,-0.009382663567463263,-0.03283964231456101,-0.0173375113362934,-0.03762551219658463,-0.029411585428345724,-0.024274734024452904,-0.04415226441835033,1.0,-0.03052830516512536,-0.01846433468643914,-0.0056808711819594905,-0.015383566442837771
Occupation_Social sciences and religion,-0.008119424493886989,-0.021385079019202183,-0.03169600132598094,-0.003178226658763409,0.04918327278582661,-0.01402531933505405,-0.01339242362598796,-0.009366847998656419,-0.0037018339689519363,-0.0003896362989068706,0.00043234320569089484,0.0025377956526813758,0.004252130388246982,0.008631798878434674,-0.006268339788611984,0.00035082433061881327,0.004602214199717742,-0.006432738053272398,-0.002726238930666052,0.002966787955472745,0.00338278841971539,-0.04926199885401688,-0.022833178014268263,0.00855633778712023,0.030895215390613667,-0.045617617112544674,-0.026768573818977247,-0.03851542453918588,-0.02743502462889546,-0.035129018256539656,-0.05390645807150943,-0.04575754268414034,-0.07038536221816655,-0.02163582192611622,-0.04263785869993018,-0.007903487315411416,-0.06381401640331087,-0.03254319567738576,-0.029019005379389028,-0.010655012271234046,-0.03729290614852416,-0.019688587863415243,-0.04272777034831534,-0.0333999830007972,-0.027566541958129423,-0.05013959157735036,-0.03052830516512536,1.0,-0.02096821560845673,-0.006451233353925245,-0.017469675646496267
Occupation_Social work and caring services,-0.03532516403144561,-0.017088776369668764,0.017407470199083574,0.010437047969075432,0.021389328921549874,0.038613741313351345,-0.001101986595699896,-0.01740420618817453,-0.003629264587431522,0.015300476785806805,-0.0035940035853031576,0.0099216838933889,0.008262020882206433,0.0024643984634465472,7.04210398204703e-05,-0.00904068623539565,-0.004864831230893032,0.00020140752062291632,-0.008841650752633039,-0.000918685086997695,0.010581302491163168,0.0517090339471442,-0.017690006728311718,0.05232854281152601,-0.02515163940349259,-0.0445955244789068,-0.016190348707496572,-0.02329515790133772,-0.016593435965037345,-0.021246968896123306,-0.03260406623325764,-0.02767538446628741,-0.04257094778085232,-0.013085923214511599,-0.025788516234041613,-0.0047802403111618505,-0.03859642224432052,-0.01968299430654171,-0.017551469847226178,-0.0064444361257541705,-0.022555746112723537,-0.01190818402289677,-0.025842897201442633,-0.020201202173273838,-0.016672981159928043,-0.030325764726145434,-0.01846433468643914,-0.02096821560845673,1.0,-0.0039018783107314984,-0.010566126624314933
Occupation_Sport and leisure,0.004955322972180321,0.028843367147153375,0.02808943182570476,0.0012305701827682665,0.02205152567910055,-0.01231371448016987,0.017942893602289494,-0.019872961913079745,-0.007418292872122666,-0.0056808711819594905,0.010392877669623954,-0.007167157303430932,0.007039568350415745,-0.008651252849735164,0.010158299673259284,-0.007889526525287896,-0.008127765980246652,0.01726972283910418,-0.004926406639087763,-0.011081038086015965,0.007479984354217905,0.036201413375032784,-0.01673615531222988,-0.022106019888371114,-0.011929442574931608,-0.013720582634512877,-0.004981240156237108,-0.007167157303430932,-0.005105256906586648,-0.006536996612968884,-0.010031203583806549,-0.008514809590168964,-0.013097686677796311,-0.004026110084174934,-0.00793428201921931,-0.0014707234182916268,-0.0118748553131207,-0.0060558128429521775,-0.005400012562021362,-0.0019827419775738367,-0.00693966450756949,-0.0036637582991185923,-0.007951013262223826,-0.006215248435210226,-0.005129730358405617,-0.009330244811375163,-0.0056808711819594905,-0.006451233353925245,-0.0039018783107314984,1.0,-0.0032508511822573246
"Occupation_Transport, distribution and logistics",0.04916463352709138,0.03761166223874967,-0.012283475822076529,-0.010052938633649148,0.017369908718891693,-0.004369512676569422,0.02395324627363011,0.00360674594821907,-0.0025957095181850733,-0.010897850780582646,0.006227930270945639,-0.015797799993369836,-0.003362732005780878,-0.002096274099515653,0.002245163557787265,0.005103328872281689,-0.009124825027008475,0.013660097505492895,0.005280048621198354,-0.00038461865736152793,0.0046326296264550095,-0.0037695667322792405,-0.03069108006225672,-0.02353282237721756,-0.011363228953743598,0.092565893353095,-0.013488994285692217,-0.019408368373804462,-0.013824826565270312,-0.017701919038679126,-0.027164088374891236,-0.023057755559473026,-0.03546799897438468,-0.010902541177622838,-0.021485710678757593,-0.0039826587682846816,-0.032156621732349656,-0.01639889310125347,-0.01462301280546914,-0.005369184051888643,-0.01879232720189493,-0.009921307387496237,-0.02153101819941545,-0.016830638153780584,-0.013891099670236731,-0.025265920734049076,-0.015383566442837771,-0.017469675646496267,-0.010566126624314933,-0.0032508511822573246,1.0
